	Unnamed: 0	SrcID	SrcName	TrgID	TrgName	Mode	PMID
2441	2441	2625	GATA3	10164	CHST4	positive	22446378
2442	2442	2625	GATA3	2919	CXCL1	negative	22120723
2443	2443	2625	GATA3	2056	EPO	negative	8677751
2445	2445	2625	GATA3	2078	ERG	positive	21536859
2446	2446	2625	GATA3	30816	ERVW-1	positive	15888734
2448	2448	2625	GATA3	2296	FOXC1	negative	22120723
2449	2449	2625	GATA3	2303	FOXC2	negative	22120723
2452	2452	2625	GATA3	3292	HSD17B1	negative	9231796
2455	2455	2625	GATA3	3595	IL12RB2	negative	21632975
2457	2457	2625	GATA3	3567	IL5	positive	10212281
2460	2460	2625	GATA3	4015	LOX	negative	21892208
2462	2462	2625	GATA3	4582	MUC1	positive	17078870
2464	2464	2625	GATA3	5047	PAEP	positive	19483726
2467	2467	2625	GATA3	6775	STAT4	negative	21632975
2469	2469	2625	GATA3	7010	TEK	positive	19674970
2472	2472	2625	GATA3	6935	ZEB1	positive	20731704
2473	2473	2626	GATA4	268	AMH	positive	11097782;21220346
2475	2475	2626	GATA4	894	CCND2	positive	24416423
2477	2477	2626	GATA4	2064	ERBB2	negative	19276186
2478	2478	2626	GATA4	2169	FABP2	positive	17290010;22539995
2482	2482	2626	GATA4	57817	HAMP	positive	21609320
2483	2483	2626	GATA4	9734	HDAC9	negative	18332107
2484	2484	2626	GATA4	3375	IAPP	positive	17290010
2485	2485	2626	GATA4	3567	IL5	positive	7791790;9209438
2486	2486	2626	GATA4	4846	NOS3	positive	14555463
2487	2487	2626	GATA4	4878	NPPA	positive	14573514
2490	2490	2626	GATA4	6476	SI	positive	22539995
2495	2495	2627	GATA6	857	CAV1	negative	21514437
2496	2496	2627	GATA6	1583	CYP11A1	positive	15284005
2497	2497	2627	GATA6	1586	CYP17A1	positive	15284005
2499	2499	2627	GATA6	1601	DAB2	positive	16024609
2501	2501	2627	GATA6	5328	PLAU	negative	15231498
2502	2502	2627	GATA6	6822	SULT2A1	positive	15388788;19497978
2504	2504	2637	GBX2	3569	IL6	positive	10690529
2506	2506	8521	GCM1	30816	ERVW-1	positive	19692500;24478419
2508	2508	8521	GCM1	5228	PGF	positive	18160678
2509	2509	9247	GCM2	846	CASR	positive	18712808
2510	2510	9247	GCM2	5741	PTH	positive	20558332
2511	2511	2672	GFI1	581	BAX	negative	17213822
2513	2513	2672	GFI1	1594	CYP27B1	negative	15947108;17207994
2517	2517	8328	GFI1B	4208	MEF2C	negative	21261500
2519	2519	2735	GLI1	596	BCL2	positive	19074837;21135115
2520	2520	2735	GLI1	596	BCL2	negative	14555646
2522	2522	2735	GLI1	79365	BHLHE41	positive	24165159
2523	2523	2735	GLI1	1017	CDK2	positive	20647328
2524	2524	2735	GLI1	3491	CYR61	positive	22056874
2525	2525	2735	GLI1	1959	EGR2	negative	18924150
2526	2526	2735	GLI1	355	FAS	negative	21135115
2527	2527	2735	GLI1	3014	H2AFX	negative	21860067
2530	2530	2735	GLI1	4586	MUC5AC	positive	20972463
2531	2531	2735	GLI1	5156	PDGFRA	positive	21135115
2534	2534	2735	GLI1	6422	SFRP1	positive	19930158
2536	2536	2735	GLI1	8651	SOCS1	positive	24058673
2538	2538	2735	GLI1	8795	TNFRSF10B	negative	21135115
2539	2539	2736	GLI2	596	BCL2	positive	16880536;21135115
2541	2541	2736	GLI2	999	CDH1	negative	23890107
2542	2542	2736	GLI2	355	FAS	negative	21135115
2546	2546	2736	GLI2	2294	FOXF1	positive	23034409
2549	2549	2736	GLI2	10468	FST	positive	18319260
2550	2550	2736	GLI2	3014	H2AFX	negative	21860067
2551	2551	2736	GLI2	387733	IFITM5	positive	23530031
2553	2553	2736	GLI2	4586	MUC5AC	positive	20972463
2554	2554	2736	GLI2	5156	PDGFRA	positive	21135115
2555	2555	2736	GLI2	8651	SOCS1	positive	24058673
2556	2556	2736	GLI2	8795	TNFRSF10B	negative	21135115
2557	2557	2736	GLI2	7482	WNT2B	positive	19360354
2558	2558	2737	GLI3	3135	HLA-G	negative	23592762
2559	2559	2737	GLI3	6608	SMO	positive	15072830
2560	2560	2737	GLI3	81671	VMP1	positive	22535956
2568	2568	2969	GTF2I	3309	HSPA5	positive	19097122;21503958
2569	2569	2969	GTF2I	23411	SIRT1	positive	21407215
2571	2571	2971	GTF3A	9531	BAG3	positive	19282432
2575	2575	64412	GZF1	3206	HOXA10	negative	16049025
2576	2576	9464	HAND2	1621	DBH	positive	14512028
2578	2578	9464	HAND2	4878	NPPA	positive	12392994
2579	2579	9464	HAND2	401	PHOX2A	positive	16280598
2580	2580	10456	HAX1	488	ATP2A2	negative	18971376
2581	2581	26959	HBP1	1026	CDKN1A	negative	10030670
2582	2582	26959	HBP1	1786	DNMT1	negative	23249948
2583	2583	26959	HBP1	4282	MIF	negative	20383199
2584	2584	26959	HBP1	653361	NCF1	negative	15024088;18258815
2585	2585	3054	HCFC1	1869	E2F1	positive	17612494;19763085
2586	2586	3054	HCFC1	1874	E2F4	negative	17612494
2588	2588	3065	HDAC1	5243	ABCB1	negative	19435809;20037778
2592	2592	3065	HDAC1	25805	BAMBI	negative	24448807
2593	2593	3065	HDAC1	597	BCL2A1	positive	17000776
2594	2594	3065	HDAC1	330	BIRC3	positive	17000776
2596	2596	3065	HDAC1	675	BRCA2	negative	18765668
2597	2597	3065	HDAC1	595	CCND1	positive	20049841
2598	2598	3065	HDAC1	595	CCND1	negative	20821348
2599	2599	3065	HDAC1	894	CCND2	negative	11511535
2600	2600	3065	HDAC1	912	CD1D	negative	22419072
2601	2601	3065	HDAC1	960	CD44	negative	18372343
2602	2602	3065	HDAC1	3732	CD82	negative	19182791
2603	2603	3065	HDAC1	999	CDH1	negative	18794357;19182791;20580679;21184735;21685935
2605	2605	3065	HDAC1	1026	CDKN1A	negative	12665570;15130752;18210215;19182791
2608	2608	3065	HDAC1	1366	CLDN7	positive	19277896
2609	2609	3065	HDAC1	1278	COL1A2	positive	16464847
2615	2615	3065	HDAC1	1869	E2F1	negative	9724731
2616	2616	3065	HDAC1	1956	EGFR	negative	22025675
2617	2617	3065	HDAC1	1958	EGR1	negative	21983014
2618	2618	3065	HDAC1	27102	EIF2AK1	negative	19133234
2620	2620	3065	HDAC1	2099	ESR1	negative	18316616;20101232;23242655
2622	2622	3065	HDAC1	2353	FOS	negative	17056544
2623	2623	3065	HDAC1	2571	GAD1	negative	19029285
2624	2624	3065	HDAC1	2904	GRIN2B	positive	19081374
2625	2625	3065	HDAC1	3122	HLA-DRA	negative	11533238
2627	2627	3065	HDAC1	3309	HSPA5	negative	19417144
2628	2628	3065	HDAC1	3383	ICAM1	positive	12490396
2629	2629	3065	HDAC1	3486	IGFBP3	positive	12200149
2630	2630	3065	HDAC1	3558	IL2	negative	17056544
2631	2631	3065	HDAC1	9314	KLF4	negative	15051827
2636	2636	3065	HDAC1	79148	MMP28	negative	20144149
2637	2637	3065	HDAC1	4318	MMP9	negative	22879913
2640	2640	3065	HDAC1	5111	PCNA	negative	9650586
2642	2642	3065	HDAC1	5245	PHB	negative	21152868
2645	2645	3065	HDAC1	5743	PTGS2	positive	17395887
2646	2646	3065	HDAC1	5915	RARB	negative	14731134
2647	2647	3065	HDAC1	8434	RECK	positive	20442303
2648	2648	3065	HDAC1	8434	RECK	negative	20442303
2650	2650	3065	HDAC1	9401	RECQL4	negative	15674334
2651	2651	3065	HDAC1	5649	RELN	negative	19029285
2653	2653	3065	HDAC1	388	RHOB	negative	13679859
2654	2654	3065	HDAC1	864	RUNX3	positive	18850007
2655	2655	3065	HDAC1	864	RUNX3	negative	18850007
2660	2660	3065	HDAC1	6591	SNAI2	negative	18588516
2661	2661	3065	HDAC1	6667	SP1	negative	21636851
2662	2662	3065	HDAC1	6696	SPP1	negative	20609221;22422937
2665	2665	3065	HDAC1	7031	TFF1	negative	19581286
2666	2666	3065	HDAC1	7082	TJP1	negative	20580679
2668	2668	3065	HDAC1	7157	TP53	negative	15130752
2669	2669	3065	HDAC1	10628	TXNIP	negative	19351825
2670	2670	83933	HDAC10	10628	TXNIP	negative	20680488
2671	2671	79885	HDAC11	3586	IL10	negative	19011628
2672	2672	79885	HDAC11	3605	IL17A	negative	21239696
2674	2674	79885	HDAC11	7124	TNF	negative	21239696
2675	2675	79885	HDAC11	7292	TNFSF4	positive	21239696
2676	2676	3066	HDAC2	240	ALOX5	positive	21883892
2677	2677	3066	HDAC2	317	APAF1	negative	18834886
2678	2678	3066	HDAC2	655	BMP7	negative	17452977
2681	2681	3066	HDAC2	898	CCNE1	negative	22214847
2682	2682	3066	HDAC2	912	CD1D	negative	22419072
2683	2683	3066	HDAC2	999	CDH1	negative	19706751;20714342;21685935
2685	2685	3066	HDAC2	1278	COL1A2	negative	16464847
2686	2686	3066	HDAC2	3576	CXCL8	negative	19411311
2689	2689	3066	HDAC2	1786	DNMT1	negative	22328086
2692	2692	3066	HDAC2	9314	KLF4	negative	19486889
2693	2693	3066	HDAC2	4586	MUC5AC	negative	22798432
2696	2696	3066	HDAC2	5245	PHB	negative	21152868
2697	2697	3066	HDAC2	6591	SNAI2	negative	23836662
2698	2698	3066	HDAC2	6667	SP1	negative	21636851
2699	2699	3066	HDAC2	7048	TGFBR2	negative	19088080
2700	2700	3066	HDAC2	8743	TNFSF10	negative	23630076
2702	2702	3066	HDAC2	7291	TWIST1	negative	23836662
2704	2704	8841	HDAC3	240	ALOX5	positive	21883892
2706	2706	8841	HDAC3	999	CDH1	negative	20049841
2707	2707	8841	HDAC3	1029	CDKN2A	negative	18558095
2708	2708	8841	HDAC3	7852	CXCR4	negative	20473547
2710	2710	8841	HDAC3	2620	GAS2	negative	20679491
2711	2711	8841	HDAC3	2624	GATA2	negative	11567998
2713	2713	8841	HDAC3	29841	GRHL1	negative	24419085
2715	2715	8841	HDAC3	3439	IFNA1	negative	22685561
2716	2716	8841	HDAC3	3725	JUN	negative	17244530
2720	2720	8841	HDAC3	4313	MMP2	negative	17079677
2721	2721	8841	HDAC3	4609	MYC	negative	19279113;23079660;23714368
2730	2730	9759	HDAC4	1026	CDKN1A	negative	18632985
2731	2731	9759	HDAC4	1029	CDKN2A	negative	18558095
2733	2733	9759	HDAC4	10481	HOXB13	negative	19013255
2734	2734	9759	HDAC4	3586	IL10	negative	17610967
2736	2736	9759	HDAC4	3725	JUN	positive	10523670
2737	2737	9759	HDAC4	3725	JUN	negative	10523670
2739	2739	9759	HDAC4	4205	MEF2A	negative	17179159
2741	2741	9759	HDAC4	4322	MMP13	negative	17656568;19423655
2744	2744	9759	HDAC4	5743	PTGS2	positive	18820298
2746	2746	9759	HDAC4	860	RUNX2	negative	19509297
2749	2749	9759	HDAC4	7050	TGIF1	positive	17610967
2750	2750	9759	HDAC4	60436	TGIF2	positive	17610967
2751	2751	9759	HDAC4	7412	VCAM1	positive	19281832
2752	2752	9759	HDAC4	7422	VEGFA	negative	19509297
2753	2753	9759	HDAC4	7490	WT1	negative	18064385
2754	2754	10014	HDAC5	2247	FGF2	negative	19351956
2756	2756	10014	HDAC5	4205	MEF2A	negative	15194749
2758	2758	10014	HDAC5	6513	SLC2A1	positive	22991226
2759	2759	10014	HDAC5	6517	SLC2A4	negative	22991226
2761	2761	10014	HDAC5	9353	SLIT2	negative	19351956
2762	2762	10014	HDAC5	7490	WT1	negative	18064385
2763	2763	10014	HDAC5	7528	YY1	positive	18632988
2764	2764	51564	HDAC7	81	ACTN4	negative	16980305
2765	2765	51564	HDAC7	9590	AKAP12	negative	22584896
2766	2766	51564	HDAC7	1026	CDKN1A	positive	20693714
2768	2768	51564	HDAC7	2099	ESR1	negative	21078666
2769	2769	51564	HDAC7	3067	HDC	negative	17827213
2770	2770	51564	HDAC7	3091	HIF1A	positive	20693714
2771	2771	51564	HDAC7	3091	HIF1A	negative	22172637
2773	2773	51564	HDAC7	4205	MEF2A	negative	11585834
2774	2774	51564	HDAC7	4208	MEF2C	negative	11585834
2775	2775	51564	HDAC7	4209	MEF2D	negative	11585834
2776	2776	51564	HDAC7	4319	MMP10	negative	16873063;20693714
2779	2779	9734	HDAC9	1029	CDKN2A	positive	19122829
2780	2780	9734	HDAC9	8837	CFLAR	positive	20087862
2781	2781	9734	HDAC9	8837	CFLAR	negative	15540114
2782	2782	9734	HDAC9	10370	CITED2	negative	18054336
2783	2783	9734	HDAC9	9077	DIRAS3	negative	16158053
2784	2784	9734	HDAC9	2099	ESR1	negative	19185986
2785	2785	9734	HDAC9	3309	HSPA5	negative	19417144
2786	2786	9734	HDAC9	3484	IGFBP1	negative	12609987
2788	2788	9734	HDAC9	4205	MEF2A	negative	12242305;15194749
2789	2789	9734	HDAC9	4322	MMP13	positive	18054336
2790	2790	9734	HDAC9	50804	MYEF2	negative	10487760
2791	2791	9734	HDAC9	4790	NFKB1	negative	15964798
2792	2792	9734	HDAC9	5617	PRL	negative	12609987
2793	2793	9734	HDAC9	5970	RELA	negative	15964798
2794	2794	9734	HDAC9	6778	STAT6	negative	21106524
2795	2795	9734	HDAC9	8795	TNFRSF10B	negative	15964798
2796	2796	9734	HDAC9	7157	TP53	negative	15964798
2797	2797	3068	HDGF	999	CDH1	negative	22247069
2798	2798	3068	HDGF	355	FAS	positive	19710540
2799	2799	3068	HDGF	150572	SMYD1	negative	19162039
2800	2800	3068	HDGF	7422	VEGFA	positive	14662017;21302807
2801	2801	3068	HDGF	7423	VEGFB	positive	14662017
2802	2802	3068	HDGF	7431	VIM	positive	22247069
2803	2803	3280	HES1	429	ASCL1	negative	11054669;21573214;9144241
2804	2804	3280	HES1	920	CD4	negative	11287612
2805	2805	3280	HES1	10926	DBF4	positive	12420215
2806	2806	3280	HES1	1869	E2F1	negative	15467735
2808	2808	3280	HES1	4133	MAP2	negative	19880519
2809	2809	3280	HES1	5728	PTEN	negative	18414037
2810	2810	3280	HES1	5730	PTGDS	negative	15743775
2811	2811	55502	HES6	429	ASCL1	negative	16103883
2813	2813	10614	HEXIM1	595	CCND1	negative	18757415
2815	2815	23462	HEY1	59	ACTA2	negative	18239137
2816	2816	23462	HEY1	650	BMP2	negative	21945409
2817	2817	23462	HEY1	2626	GATA4	negative	16199874
2818	2818	23462	HEY1	2627	GATA6	negative	16199874
2819	2819	23462	HEY1	3791	KDR	negative	16782059;17028039;18694572
2820	2820	23462	HEY1	100506658	OCLN	positive	17028039
2821	2821	23462	HEY1	5629	PROX1	negative	22719258
2822	2822	23493	HEY2	59	ACTA2	negative	18239137
2823	2823	23493	HEY2	2626	GATA4	negative	16199874
2824	2824	23493	HEY2	2627	GATA6	negative	16199874
2825	2825	26508	HEYL	367	AR	negative	21454491
2826	2826	3087	HHEX	3172	HNF4A	positive	22068426
2827	2827	3087	HHEX	6528	SLC5A5	positive	16854221
2829	2829	3090	HIC1	57007	ACKR3	negative	23340301
2831	2831	3090	HIC1	1869	E2F1	negative	19486893
2832	2832	3090	HIC1	1969	EPHA2	negative	22184117
2833	2833	3090	HIC1	7804	LRP8	negative	24076391
2834	2834	3090	HIC1	4609	MYC	negative	24067369
2835	2835	3090	HIC1	23411	SIRT1	negative	19525223;19649206
2837	2837	3090	HIC1	6774	STAT3	positive	24067369
2838	2838	3090	HIC1	7422	VEGFA	negative	24067369
2839	2839	3090	HIC1	7436	VLDLR	negative	24076391
2840	2840	3091	HIF1A	5243	ABCB1	negative	12067980
2841	2841	3091	HIF1A	1636	ACE	positive	19592460
2842	2842	3091	HIF1A	59272	ACE2	negative	19592460
2843	2843	3091	HIF1A	185	AGTR1	positive	15718424
2844	2844	3091	HIF1A	212	ALAS2	positive	21207956
2845	2845	3091	HIF1A	226	ALDOA	positive	8955077
2847	2847	3091	HIF1A	328	APEX1	negative	19524065
2848	2848	3091	HIF1A	367	AR	positive	17426252;21056661
2851	2851	3091	HIF1A	445	ASS1	positive	19934275
2852	2852	3091	HIF1A	581	BAX	positive	15706354
2853	2853	3091	HIF1A	637	BID	negative	15024076
2854	2854	3091	HIF1A	664	BNIP3	positive	17848618
2856	2856	3091	HIF1A	768	CA9	positive	12171890;19154183
2858	2858	3091	HIF1A	595	CCND1	negative	20179204
2859	2859	3091	HIF1A	1236	CCR7	positive	17178876;19305150
2860	2860	3091	HIF1A	999	CDH1	negative	22295844
2861	2861	3091	HIF1A	1490	CTGF	positive	17034590
2863	2863	3091	HIF1A	7852	CXCR4	positive	17075581
2865	2865	3091	HIF1A	1871	E2F3	positive	20308562
2866	2866	3091	HIF1A	1906	EDN1	positive	19783678
2867	2867	3091	HIF1A	1910	EDNRB	positive	19783678
2870	2870	3091	HIF1A	2023	ENO1	positive	8955077
2871	2871	3091	HIF1A	2056	EPO	positive	8089148;8663540
2875	2875	3091	HIF1A	2247	FGF2	positive	19492421
2878	2878	3091	HIF1A	1839	HBEGF	positive	22641673
2879	2879	3091	HIF1A	3091	HIF1A	negative	14744852
2880	2880	3091	HIF1A	3689	ITGB2	positive	15235127
2882	2882	3091	HIF1A	3939	LDHA	positive	8955077
2883	2883	3091	HIF1A	3952	LEP	positive	18559540
2886	2886	3091	HIF1A	4233	MET	positive	16099863
2887	2887	3091	HIF1A	100507436	MICA	positive	21092233
2888	2888	3091	HIF1A	4282	MIF	positive	20727156
2889	2889	3091	HIF1A	4313	MMP2	positive	17335808
2890	2890	3091	HIF1A	4313	MMP2	negative	17332917;18570733
2894	2894	3091	HIF1A	3164	NR4A1	positive	14729605
2895	2895	3091	HIF1A	4907	NT5E	positive	12370277
2898	2898	3091	HIF1A	5230	PGK1	positive	8089148
2903	2903	3091	HIF1A	9536	PTGES	positive	18050215
2904	2904	3091	HIF1A	8434	RECK	negative	20442303
2905	2905	3091	HIF1A	6095	RORA	positive	14742449
2906	2906	3091	HIF1A	6390	SDHB	negative	17102089
2908	2908	3091	HIF1A	29072	SETD2	positive	18842833
2910	2910	3091	HIF1A	2030	SLC29A1	negative	19853583
2911	2911	3091	HIF1A	6513	SLC2A1	positive	15525582
2913	2913	3091	HIF1A	8651	SOCS1	positive	20003295
2915	2915	3091	HIF1A	7015	TERT	positive	15048086;18754863
2917	2917	3091	HIF1A	7043	TGFB3	positive	16611863
2918	2918	3091	HIF1A	7043	TGFB3	negative	10831118
2919	2919	3091	HIF1A	7077	TIMP2	positive	17332917
2923	2923	3091	HIF1A	7291	TWIST1	positive	23623921
2926	2926	3091	HIF1A	7422	VEGFA	positive	11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
2927	2927	3091	HIF1A	7422	VEGFA	negative	12509854;14712484;15930297;16596228;18471962
2931	2931	3091	HIF1A	7431	VIM	positive	22295844
2932	2932	3091	HIF1A	10810	WASF3	positive	22581642
2933	2933	3091	HIF1A	7508	XPC	positive	19934262
2934	2934	3091	HIF1A	7764	ZNF217	positive	21483406
2937	2937	25988	HINFP	8932	MBD2	negative	11553631
2939	2939	28996	HIPK2	1026	CDKN1A	positive	15897882
2941	2941	28996	HIPK2	3091	HIF1A	negative	19046997
2942	2942	28996	HIPK2	4208	MEF2C	negative	23620283
2943	2943	28996	HIPK2	27035	NOX1	negative	20171273
2945	2945	28996	HIPK2	7422	VEGFA	negative	18644116;19046997
2946	2946	28996	HIPK2	7431	VIM	negative	22236966
2947	2947	7290	HIRA	151056	PLB1	negative	9809417
2954	2954	3131	HLF	1628	DBP	positive	9571207
2955	2955	3131	HLF	861	RUNX1	negative	11486032
2957	2957	6596	HLTF	4948	OCA2	positive	22234890
2961	2961	3159	HMGA1	672	BRCA1	negative	12640109;16007157
2962	2962	3159	HMGA1	960	CD44	positive	15901130
2963	2963	3159	HMGA1	993	CDC25A	positive	22249617
2964	2964	3159	HMGA1	999	CDH1	negative	22276142
2968	2968	3159	HMGA1	3643	INSR	positive	16707431
2969	2969	3159	HMGA1	3643	INSR	negative	17434141
2970	2970	3159	HMGA1	9365	KL	positive	15378028
2971	2971	3159	HMGA1	5449	POU1F1	positive	22199144
2972	2972	3159	HMGA1	5743	PTGS2	positive	22898640
2974	2974	3159	HMGA1	6515	SLC2A3	positive	22706202
2977	2977	3159	HMGA1	7291	TWIST1	positive	22276142
2978	2978	3159	HMGA1	7507	XPA	negative	17616660
2979	2979	8091	HMGA2	999	CDH1	positive	19179606
2980	2980	8091	HMGA2	1302	COL11A2	positive	16375854
2982	2982	8091	HMGA2	5449	POU1F1	positive	22199144
2984	2984	3148	HMGB2	8328	GFI1B	positive	19965638
2985	2985	3148	HMGB2	7124	TNF	positive	18218727
2989	2989	6927	HNF1A	39	ACAT2	positive	16274362
2993	2993	6927	HNF1A	1015	CDH17	positive	20568120
2999	2999	6927	HNF1A	3484	IGFBP1	positive	7684229
3000	3000	6927	HNF1A	3938	LCT	positive	9582375
3001	3001	6927	HNF1A	4547	MTTP	positive	22357705
3004	3004	6927	HNF1A	387775	SLC22A10	positive	20829431
3005	3005	6927	HNF1A	114571	SLC22A9	positive	20829431
3007	3007	6927	HNF1A	4071	TM4SF1	negative	18697801
3008	3008	6927	HNF1A	54658	UGT1A1	positive	18172616
3009	3009	6927	HNF1A	54575	UGT1A10	positive	15044625
3011	3011	6927	HNF1A	54576	UGT1A8	positive	15044625
3012	3012	6927	HNF1A	54600	UGT1A9	positive	15044625
3013	3013	6927	HNF1A	7367	UGT2B17	positive	11191885
3014	3014	6927	HNF1A	7364	UGT2B7	positive	10779377
3017	3017	6928	HNF1B	7369	UMOD	positive	18846391
3019	3019	3172	HNF4A	64240	ABCG5	negative	21123766
3020	3020	3172	HNF4A	64241	ABCG8	negative	21123766
3022	3022	3172	HNF4A	174	AFP	positive	9792724
3028	3028	3172	HNF4A	114902	C1QTNF5	positive	20621834
3030	3030	3172	HNF4A	634	CEACAM1	positive	8055923
3033	3033	3172	HNF4A	1558	CYP2C8	positive	20086032
3034	3034	3172	HNF4A	1559	CYP2C9	positive	15919766;16540586;18552123;20086032
3036	3036	3172	HNF4A	1565	CYP2D6	positive	11752221
3038	3038	3172	HNF4A	1581	CYP7A1	negative	23626788
3039	3039	3172	HNF4A	2169	FABP2	positive	17343826
3041	3041	3172	HNF4A	2671	GFER	negative	18513187
3042	3042	3172	HNF4A	2688	GH1	negative	17991764
3046	3046	3172	HNF4A	3949	LDLR	positive	21123766
3048	3048	3172	HNF4A	4316	MMP7	positive	15000152
3049	3049	3172	HNF4A	4547	MTTP	positive	22357705
3050	3050	3172	HNF4A	4609	MYC	positive	23714368
3051	3051	3172	HNF4A	29881	NPC1L1	positive	21123766
3052	3052	3172	HNF4A	8856	NR1I2	positive	12601364;18305375
3053	3053	3172	HNF4A	255738	PCSK9	positive	21123766
3055	3055	3172	HNF4A	6036	RNASE2	positive	19115260
3056	3056	3172	HNF4A	462	SERPINC1	positive	8910619
3057	3057	3172	HNF4A	6462	SHBG	positive	22210320
3064	3064	3174	HNF4G	174	AFP	positive	9792724
3066	3066	3174	HNF4G	1565	CYP2D6	positive	11752221
3069	3069	84525	HOPX	2312	FLG	positive	21256618
3070	3070	84525	HOPX	2353	FOS	negative	19173292
3071	3071	84525	HOPX	4014	LOR	positive	21256618
3072	3072	3198	HOXA1	596	BCL2	positive	12482855;15665309
3073	3073	3198	HOXA1	595	CCND1	positive	15665309
3077	3077	3198	HOXA1	4609	MYC	positive	15665309
3079	3079	3206	HOXA10	27319	BHLHE22	positive	17350963
3080	3080	3206	HOXA10	1028	CDKN1C	negative	15749785
3081	3081	3206	HOXA10	2018	EMX2	positive	15494461
3082	3082	3206	HOXA10	2018	EMX2	negative	12482956;15126568;17350963
3083	3083	3206	HOXA10	3398	ID2	positive	20565746
3084	3084	3206	HOXA10	3484	IGFBP1	positive	15200677;20478621
3085	3085	3206	HOXA10	3589	IL11	negative	20478621
3086	3086	3206	HOXA10	3600	IL15	positive	20478621
3088	3088	3206	HOXA10	687	KLF9	negative	20463357
3090	3090	3206	HOXA10	4613	MYCN	negative	21261500
3091	3091	3206	HOXA10	26227	PHGDH	negative	19778996
3092	3092	3206	HOXA10	6615	SNAI1	negative	16424022
3093	3093	3206	HOXA10	7157	TP53	positive	21993662
3095	3095	3207	HOXA11	3206	HOXA10	negative	17688409
3097	3097	3202	HOXA5	9138	ARHGEF1	positive	17379095
3098	3098	3202	HOXA5	5241	PGR	positive	10875927
3099	3099	3202	HOXA5	5764	PTN	positive	15757903
3101	3101	3204	HOXA7	999	CDH1	positive	11742062
3102	3102	3204	HOXA7	3713	IVL	positive	11435435
3103	3103	3204	HOXA7	3858	KRT10	positive	11435435
3105	3105	3204	HOXA7	7431	VIM	positive	11742062
3106	3106	3205	HOXA9	9138	ARHGEF1	positive	17379095
3108	3108	3205	HOXA9	3398	ID2	positive	20565746
3109	3109	3205	HOXA9	4613	MYCN	positive	21261500
3110	3110	3205	HOXA9	4790	NFKB1	negative	18068911
3111	3111	3205	HOXA9	5970	RELA	negative	18068911
3115	3115	3211	HOXB1	6925	TCF4	negative	15126340
3116	3116	10481	HOXB13	6925	TCF4	negative	15928669
3118	3118	3217	HOXB7	595	CCND1	positive	21474578
3119	3119	3217	HOXB7	1027	CDKN1B	negative	21474578
3120	3120	3217	HOXB7	1612	DAPK1	negative	17540169
3121	3121	3217	HOXB7	1956	EGFR	positive	21690342
3122	3122	3217	HOXB7	2247	FGF2	positive	21183939;8756643
3123	3123	3217	HOXB7	4313	MMP2	positive	21183939
3124	3124	3217	HOXB7	5154	PDGFA	positive	21183939
3125	3125	3217	HOXB7	7058	THBS2	negative	21183939
3126	3126	3217	HOXB7	7422	VEGFA	positive	21183939
3127	3127	3217	HOXB7	7474	WNT5A	positive	21183939
3128	3128	3226	HOXC10	3218	HOXB8	negative	18534812
3131	3131	3229	HOXC13	147409	DSG4	negative	19683850
3132	3132	3229	HOXC13	6688	SPI1	negative	18076876
3133	3133	3223	HOXC6	3486	IGFBP3	negative	15637592
3134	3134	3223	HOXC6	4311	MME	negative	15637592
3136	3136	3225	HOXC9	3218	HOXB8	negative	18534812
3144	3144	3235	HOXD9	3235	HOXD9	positive	7926763
3145	3145	55806	HR	4973	OLR1	positive	20881612
3147	3147	3297	HSF1	10533	ATG7	positive	23386620
3148	3148	3297	HSF1	9531	BAG3	negative	19006120
3150	3150	3297	HSF1	1026	CDKN1A	negative	20622894
3155	3155	3297	HSF1	2981	GUCA2B	negative	22129966
3158	3158	3297	HSF1	8630	HSD17B6	negative	16278218
3162	3162	3297	HSF1	3308	HSPA4	positive	12813038;23349863;8114740;8455624
3164	3164	3297	HSF1	3553	IL1B	negative	10328874
3166	3166	3297	HSF1	3939	LDHA	positive	19668225
3168	3168	3297	HSF1	100507436	MICA	positive	19139882
3169	3169	3297	HSF1	4277	MICB	positive	19139882
3170	3170	3297	HSF1	9	NAT1	positive	20176657
3172	3172	3297	HSF1	51426	POLK	positive	22227292
3174	3174	3297	HSF1	5054	SERPINE1	positive	17259369;19401454
3181	3181	3298	HSF2	3308	HSPA4	positive	12813038;8114740
3183	3183	3298	HSF2	6416	MAP2K4	negative	11557063
3184	3184	3298	HSF2	5599	MAPK8	negative	11557063
3185	3185	3298	HSF2	8600	TNFSF11	positive	15731115
3188	3188	3299	HSF4	58511	DNASE2B	positive	23507146
3189	3189	3299	HSF4	58511	DNASE2B	positive	23507146
3192	3192	10553	HTATIP2	4313	MMP2	negative	19349353
3193	3193	10553	HTATIP2	6696	SPP1	negative	18537194;19349353
3194	3194	10553	HTATIP2	7422	VEGFA	negative	19349353
3195	3195	3397	ID1	7707	ZNF148	negative	21606196
3196	3196	3398	ID2	6615	SNAI1	positive	22551584
3198	3198	3399	ID3	6929	TCF3	negative	24492847
3200	3200	3400	ID4	672	BRCA1	negative	12032322;17016441
3203	3203	3428	IFI16	3383	ICAM1	negative	17699163
3204	3204	3428	IFI16	4609	MYC	negative	20052289
